Geneid sorted_2.bam sorted_3.bam ERR1755086-sort.bam ERR1755087-sort.bam ERR1755084_sorted.bam ERR1755085_sorted.bam
Surf6 1129 967 1000 1043 999 1179
Med22 805 790 722 670 719 785
Rpl7a 4748 4825 4820 5104 5211 6048
Surf1 1149 1145 1317 1438 1165 1654
Surf2 1168 1048 871 985 1161 1180
Surf4 5877 5799 6267 6473 5983 7140
Gm711 18 17 20 17 5 8
Rexo4 1866 1654 1660 1775 1804 1977
Adamts13 2 3 2 3 0 1
Cacfd1 598 534 388 477 527 516
Slc2a6 52 66 60 64 48 83
Tmem8c 0 0 0 0 0 0
Adamtsl2 30 32 7 5 17 9
Fam163b 1 1 0 0 2 0
Gm13399 2 7 0 0 2 0
Dbh 4 4 0 0 2 0
Sardh 4 7 1 2 3 0
Vav2 610 584 222 214 566 224
Brd3 980 906 997 1021 991 1135
Wdr5 1845 1702 1823 1975 1714 2172
Rxra 648 725 828 938 626 932
Col5a1 2 0 7 0 0 3
Fcnb 0 0 0 5 0 0
Olfm1 31 31 216 238 20 276
Ppp1r26 28 22 8 9 11 6
1700007K13Rik 0 0 0 0 0 0
Mrps2 770 723 603 648 729 730
Gbgt1 0 1 0 0 0 2
Ralgds 1470 1502 687 766 1439 775
Cel 1 2 0 1 1 0
Gtf3c5 786 805 711 820 730 849
Gfi1b 0 0 6 2 0 7
Tsc1 1555 1450 1053 1060 1574 1269
1700026L06Rik 1 4 10 14 8 14
Ak8 2 3 5 7 1 8
Mir3088 0 0 0 0 0 0
Gtf3c4 631 566 621 625 625 737
Ddx31 639 593 735 765 658 797
Barhl1 3 2 0 1 0 0
1700101E01Rik 2 4 1 1 5 4
Ttf1 1439 1304 1209 1389 1388 1597
Setx 10371 8485 7245 7316 9180 8378
Ntng2 541 625 220 272 565 269
6530402F18Rik 1436 1316 904 1003 1354 1157
Med27 580 599 505 596 574 650
Rapgef1 9422 9526 8056 8742 9378 9252
Gm13547 2 3 3 3 1 0
Trub2 524 531 596 646 556 708
Coq4 102 100 111 151 79 124
Slc27a4 670 782 1350 1480 778 1498
Urm1 725 725 709 827 655 838
Mir219-2 0 0 0 0 0 0
Cercam 86 116 580 581 120 629
Odf2 3529 3121 3572 3568 3335 3927
Gle1 1604 1499 1542 1578 1540 1836
Sptan1 13778 12402 13795 14508 12760 15958
Wdr34 34 49 24 41 57 34
Set 4992 4372 3812 3894 4724 4592
Pkn3 163 152 37 34 173 29
Zdhhc12 295 323 304 322 332 310
Zer1 2064 2251 1505 1616 2082 1659
Tbc1d13 1748 1713 1383 1542 1814 1667
Endog 92 102 61 77 117 104
D2Wsu81e 492 460 444 464 553 557
Ccbl1 239 252 224 227 232 240
1700084E18Rik 9 10 10 9 6 8
Lrrc8a 1772 1838 2013 2307 1824 2259
Phyhd1 284 240 254 247 227 243
Dolk 144 134 93 136 131 136
Nup188 2179 2250 1989 2227 2119 2159
Sh3glb2 1952 2045 1469 1545 1939 1667
Fam73b 218 250 110 121 208 125
Dolpp1 626 675 551 579 663 649
Crat 208 228 279 274 188 302
Ppp2r4 3362 3406 3527 3750 3340 3886
Ier5l 231 281 105 108 200 105
Cstad 16 11 11 14 14 21
Mir3089 0 0 0 0 0 0
1700001O22Rik 127 152 155 220 108 207
Ntmt1 223 220 229 286 204 295
Asb6 1316 1385 1504 1612 1296 1703
Prrx2 0 0 2 1 1 1
Ptges 0 1 0 1 4 1
Tor1b 2066 1921 1831 1892 1847 1945
Tor1a 1077 1063 1063 1195 1011 1192
BC005624 1325 1289 1214 1291 1359 1399
Usp20 941 1038 1485 1671 991 1541
Fnbp1 12912 12295 11648 12366 12949 13300
D330023K18Rik 13 5 8 5 10 4
Gpr107 1460 1322 1082 1102 1329 1262
Ncs1 10 7 3 0 15 6
Ass1 2 3 1 1 3 1
Gm5424 0 0 0 0 0 0
Fubp3 691 672 284 248 710 337
Prdm12 0 0 0 0 0 0
Exosc2 933 880 655 810 950 799
Abl1 1909 1995 1438 1572 1909 1704
Qrfp 193 194 85 124 209 93
Fibcd1 29 21 3 5 28 9
Lamc3 1 0 0 0 0 0
Aif1l 2 0 1 4 2 7
Nup214 3250 3168 3105 3304 3169 3331
Fam78a 5398 5525 5518 5785 5518 6223
Ppapdc3 0 1 0 0 0 3
Prrc2b 18430 18498 21274 22754 18505 23794
Pomt1 257 295 175 204 286 238
Uck1 971 1124 1017 1096 1023 1093
Swi5 1953 1655 1702 1828 1838 2125
Golga2 2870 2498 2186 2298 2564 2396
Dnm1 4 1 0 2 3 2
Mir199b 0 0 0 0 0 0
Ciz1 3356 3174 2261 2586 3437 2708
1110008P14Rik 637 677 670 827 643 767
Lcn2 1 0 56 66 0 63
Ptges2 263 252 196 238 239 255
Slc25a25 754 741 787 861 771 851
Naif1 162 159 124 183 197 184
Fam102a 8009 8373 4131 4374 8104 4730
Dpm2 930 990 1043 1082 992 1150
Pip5kl1 8 1 5 7 7 5
St6galnac4 842 885 766 837 774 929
St6galnac6 174 180 133 153 173 160
Ak1 0 0 2 1 0 1
Eng 24 25 11 16 19 26
Fpgs 303 355 264 304 334 259
Cdk9 2389 2424 2517 2700 2494 2875
Mir2861 2 2 1 1 4 0
Mir3960 2 7 2 5 3 3
Sh2d3c 4855 5282 6191 6796 5057 6951
6330409D20Rik 59 63 55 67 1 1
Tor2a 1025 1077 975 1061 1010 1035
Ttc16 42 73 63 85 83 84
Ptrh1 192 183 30 37 208 52
1700019L03Rik 51 44 10 16 9 0
Snord14a 0 0 0 0 1 1
Stxbp1 140 137 32 28 121 27
Fam129b 373 438 1174 1224 373 1342
Lrsam1 237 253 204 228 259 218
Rpl12 8968 8990 5278 5771 9129 6085
Snora65 189 157 135 113 186 137
Slc2a8 257 264 149 202 201 183
Garnl3 8 11 3 5 12 6
Ralgps1 314 300 78 66 270 68
Angptl2 3308 3302 60 70 3395 58
Zbtb34 399 355 279 308 350 340
Zbtb43 1424 1267 1158 1190 1251 1418
Lmx1b 0 0 0 0 0 0
C130021I20Rik 0 0 0 0 0 0
Mvb12b 383 364 165 175 361 176
Nron 1 0 2 2 0 0
Pbx3 243 228 78 77 274 95
Mapkap1 1273 1198 981 1018 1170 1154
Gapvd1 3334 2842 2717 2810 3080 2995
Hspa5 33338 27079 26561 26241 29453 30706
Rabepk 584 461 499 543 497 565
Fbxw2 2763 2494 2651 2737 2355 2867
Psmd5 1031 989 921 965 964 1056
D730039F16Rik 0 0 0 0 0 0
Phf19 465 456 622 697 428 715
Traf1 8640 8941 4969 5361 8760 5882
Hc 21 13 5 4 28 5
AI182371 68 73 39 35 59 33
Cep110 13322 11309 10509 10891 12473 12149
Rab14 4138 3697 3283 3446 3744 4015
Gsn 729 726 1029 1106 670 1132
Stom 114 92 119 143 103 146
4930568D16Rik 0 0 0 0 0 0
4930402F06Rik 1 0 0 0 0 1
Ggta1 963 807 910 894 943 1050
Gm13446 0 0 0 0 0 0
Dab2ip 515 514 68 99 478 100
Ttll11 8 6 15 15 2 6
9030204H09Rik 0 0 0 0 0 0
Ndufa8 1227 1301 1432 1573 1320 1668
Morn5 0 0 0 0 0 0
Lhx6 0 1 0 0 0 3
Rbm18 1253 1051 898 1006 1210 1130
Mrrf 324 264 262 278 294 295
Ptgs1 20 17 40 47 17 53
Olfr338 0 0 0 0 0 0
Olfr339 0 0 0 0 0 0
Olfr340 0 0 0 0 0 0
Olfr341 0 0 0 0 0 0
Olfr342 0 0 0 0 0 0
Olfr344 0 0 0 0 0 0
Olfr345 0 0 0 0 0 0
Olfr346 0 0 0 0 0 0
Olfr347 0 0 0 0 0 0
Olfr348 0 0 0 0 0 0
Olfr50 0 0 0 0 0 0
Olfr3 0 0 0 0 0 0
Olfr350 0 0 0 0 0 0
Olfr351 0 0 0 0 0 0
Olfr352 0 0 0 0 0 0
Olfr353 0 0 0 0 0 0
Olfr354 0 0 0 0 0 0
Olfr355 0 0 0 0 0 0
Olfr356 0 0 0 0 0 0
Olfr357 0 0 0 0 0 0
Olfr358 0 0 0 0 0 0
Olfr360 0 0 0 0 0 0
Olfr361 0 0 0 0 0 0
Olfr362 0 0 0 0 0 0
Olfr365 0 0 0 0 0 0
Olfr366 0 0 0 0 0 0
Olfr367-ps 0 0 0 0 0 0
Olfr368 0 0 0 0 0 0
Pdcl 1010 901 943 966 956 1162
Rc3h2 3324 2663 1708 1785 3137 2087
Snord90 0 0 0 0 0 0
Zbtb6 940 738 564 623 956 766
Zbtb26 256 213 110 161 284 186
Rabgap1 1519 1321 1004 1133 1417 1249
Gpr21 8 6 4 12 17 7
Strbp 1187 996 716 744 1144 910
Crb2 2 0 1 0 0 0
Dennd1a 981 1131 777 818 1008 830
Lhx2 15 14 20 35 23 22
Nek6 140 148 203 190 139 215
Psmb7 2017 1849 2034 2111 2050 2361
Nr5a1 0 0 0 0 0 0
Nr6a1 120 115 41 40 84 56
Mir181a-2 0 0 0 0 0 0
Mir181b-2 0 0 0 0 0 0
Olfml2a 0 0 0 0 0 1
Wdr38 0 2 0 0 1 0
Rpl35 6191 6044 4978 5147 6651 5984
Arpc5l 2660 2117 2187 2023 2256 2456
Golga1 779 639 559 508 753 617
Scai 2095 1650 854 894 1984 1092
Gm16523 13 8 9 7 9 14
Ppp6c 1953 1823 1752 1819 1947 2138
Lrp1b 0 0 0 0 0 0
Kynu 16 18 56 92 22 68
Arhgap15 3415 2928 2825 2877 3196 3349
A430092G05Rik 18 15 13 7 0 0
Gtdc1 410 419 356 396 443 413
Zeb2 778 593 3314 3421 823 4142
Mir5129 0 0 0 0 0 1
Gm13476 11 0 20 16 4 26
1700019E08Rik 0 0 0 0 0 0
Acvr2a 365 319 91 104 231 43
Orc4 1552 1319 1321 1317 1596 1640
Mbd5 662 615 345 381 749 411
Epc2 2628 2273 1906 1913 2549 2181
Kif5c 550 442 177 192 500 221
Lypd6b 66 85 22 27 70 28
Lypd6 0 0 0 0 0 0
Mmadhc 950 935 887 856 939 918
Gm13483 1 0 1 0 7 1
Gm13498 4 5 5 14 5 4
Rnd3 29 26 120 119 26 147
Gm13497 0 0 0 0 0 0
Tas2r134 0 0 0 0 0 0
Gm13490 0 0 0 0 0 0
Rbm43 1251 1178 1043 1123 1163 1237
Nmi 2089 1733 1704 1724 1935 1917
Tnfaip6 2 1 0 0 0 0
Rif1 5053 3926 3492 3329 4551 3898
Neb 1548 1199 262 289 1343 269
4930573O16Rik 0 0 1 1 2 0
Arl5a 2965 2637 2534 2647 2913 3017
Cacnb4 115 89 101 113 89 118
Stam2 1225 1090 954 987 1188 1170
Fmnl2 25 20 188 192 33 244
Prpf40a 4845 3864 3932 3866 4295 4515
Arl6ip6 674 612 549 540 742 646
Rprm 2 0 0 0 0 1
Galnt13 0 0 2 0 0 1
Kcnj3 0 0 0 0 0 0
Nr4a2 5418 5277 4227 4315 5639 5139
BB557941 0 0 2 0 0 2
4930555B11Rik 0 0 0 0 0 0
Gpd2 964 887 1807 1842 832 2240
Galnt5 0 1 0 0 0 0
Ermn 18 7 1 5 12 2
Cytip 21487 19477 13178 13296 20386 15003
Gm13546 141 113 8 15 134 8
Acvr1c 1 0 0 0 0 0
Gm13544 0 0 1 0 1 0
Acvr1 127 110 31 23 134 17
Upp2 0 0 0 0 0 0
Ccdc148 16 8 5 3 14 7
Pkp4 1803 1663 985 973 1801 1136
5330411J11Rik 0 0 0 0 0 0
Dapl1 431 372 56 65 376 72
Tanc1 711 708 883 1019 713 1101
Wdsub1 194 202 99 72 205 99
Baz2b 1704 1453 770 753 1531 912
March7 5594 4425 3848 3711 5054 4536
Cd302 17 21 15 9 4 10
Ly75 1911 1542 1157 1197 1732 1352
Gm13580 0 0 0 0 0 0
Pla2r1 2 0 0 0 0 0
Itgb6 1 0 0 0 0 1
Rbms1 2741 2615 3029 3117 2736 3563
Gm13582 0 0 0 0 0 0
Tank 5180 4009 1743 1606 4654 2293
Psmd14 2708 2209 2521 2499 2614 3074
Tbr1 4 3 0 6 3 2
Slc4a10 12 5 7 9 0 0
Dpp4 2790 2254 3204 3271 2571 3746
Gcg 98 113 2 2 120 2
Fap 16 16 2 4 20 4
Ifih1 2400 1920 663 680 2247 805
Gca 80 77 35 35 74 39
Kcnh7 0 0 0 0 0 0
Fign 0 0 0 0 0 0
Grb14 5 2 4 8 4 12
Cobll1 2409 2155 1981 2083 2325 2403
Slc38a11 1 0 1 2 0 1
Scn3a 2 9 11 12 4 10
Scn2a1 8 4 5 0 10 0
Csrnp3 13 6 0 0 11 0
Galnt3 491 356 623 615 479 683
Ttc21b 752 699 621 612 708 645
Scn1a 0 2 2 0 0 0
Gm13629 0 0 0 0 0 0
Scn9a 0 0 0 0 0 0
Scn7a 0 0 0 0 2 1
Gm1322 0 0 0 0 0 0
Xirp2 0 0 0 0 0 0
B3galt1 27 16 0 0 22 0
Stk39 2872 2586 1349 1390 2808 1598
4933409G03Rik 0 0 0 0 0 0
4932414N04Rik 0 0 0 0 0 0
Cers6 380 319 188 192 332 162
Nostrin 11 9 26 29 2 20
Spc25 567 425 590 614 490 651
G6pc2 0 0 0 0 0 0
Abcb11 0 0 0 0 0 0
Dhrs9 28 7 8 7 25 16
Lrp2 0 0 0 2 0 0
Bbs5 8 4 5 4 5 6
Klhl41 1 1 0 2 1 2
Fastkd1 385 306 270 294 376 330
Ppig 4818 3657 3703 3737 4381 4505
Ccdc173 84 57 16 29 85 36
Phospho2 832 694 565 551 714 670
Klhl23 5 3 5 8 5 10
Ssb 8512 6455 5905 5784 7766 7532
Mettl5 269 208 179 176 258 237
Ubr3 2790 2280 1988 2025 2623 2248
Myo3b 859 742 121 152 803 159
Sp5 1 2 0 0 0 0
1500002O10Rik 0 0 0 0 0 0
Erich2 0 0 0 0 0 0
Gad1 1 1 0 2 0 0
Gorasp2 3044 2935 2818 2995 3123 3250
Tlk1 6343 5307 4391 4478 5988 5395
Mettl8 307 317 225 277 329 269
Dcaf17 785 672 573 619 739 717
Cybrd1 4 7 0 4 2 1
Dync1i2 2842 2477 2645 2676 2842 3149
Slc25a12 2000 1945 1556 1589 1896 1759
Hat1 1213 1092 1305 1330 1254 1574
Metap1d 548 496 242 243 530 252
Dlx1 0 2 0 0 0 0
Dlx1as 0 0 0 0 0 0
Dlx2 0 0 1 1 0 0
Gm1631 0 0 0 0 0 0
Itga6 1992 1613 1584 1695 1775 1979
Pdk1 2535 2201 766 768 2227 804
Rapgef4 689 626 198 163 648 197
B230120H23Rik 30 34 15 23 31 31
Cdca7 764 722 599 668 778 766
8430437L04Rik 0 0 0 0 0 0
Sp3 7297 5981 5622 5503 6700 6870
1700011J10Rik 41 47 32 19 52 26
Ola1 2044 1580 1577 1706 1842 1947
Sp9 0 0 1 2 1 1
Cir1 601 503 537 539 595 631
Scrn3 334 299 267 289 306 325
Gpr155 1545 1211 433 410 1312 487
Wipf1 16481 16359 15046 16379 16368 17700
Chrna1 0 0 0 0 0 0
Gm13704 38 42 0 4 54 2
Chn1 30 21 4 6 15 2
Atf2 2260 1995 1486 1516 2157 1770
Atp5g3 2758 2871 2769 3004 2832 3186
4930441J16Rik 0 0 0 0 0 0
Lnp 908 736 761 712 859 945
Evx2 0 0 0 0 0 0
Hoxd13 0 0 0 0 0 0
Hoxd12 0 0 0 0 0 0
Hoxd11 0 0 0 0 0 0
Hoxd10 0 0 0 0 0 0
Hoxd9 0 0 0 0 0 0
Hoxd8 0 0 0 0 0 0
1700109F18Rik 0 0 0 0 0 0
Hoxd3 0 0 0 0 0 0
Hoxd4 0 0 0 0 0 0
Mir10b 0 0 0 0 0 0
Hoxd1 0 0 0 0 0 0
Mtx2 549 455 250 288 518 343
9430019J16Rik 0 0 0 0 0 0
Hnrnpa3 1266 1097 1015 1112 1189 1347
Gm6793 0 0 0 0 0 0
Nfe2l2 950 896 1047 991 1001 1159
Agps 2895 2404 2431 2613 2667 3131
Ttc30b 24 15 10 17 15 28
Ttc30a2 0 0 0 2 1 0
Ttc30a1 34 21 31 19 23 34
Pde11a 17 25 1 0 23 2
Cyct 1 1 3 0 2 2
Rbm45 1075 989 921 1002 1040 1137
Osbpl6 14 18 3 6 12 4
Prkra 135 110 88 110 116 103
Dfnb59 0 0 2 2 0 7
Fkbp7 36 29 33 25 44 49
Plekha3 1366 1260 1143 1114 1449 1300
Ttn 7457 6131 381 324 6246 434
Ccdc141 383 351 13 15 385 19
Sestd1 149 117 32 35 130 37
Zfp385b 0 0 0 1 0 0
Gm13944 0 0 0 0 0 0
Cwc22 1311 1065 1069 1042 1267 1249
Gm14461 0 0 0 0 0 0
Ube2e3 530 466 482 488 517 585
Itga4 59189 48708 66562 67077 55524 81293
Cerkl 70 40 72 59 24 27
Neurod1 0 0 0 0 0 0
Ssfa2 919 857 891 993 909 1091
Ppp1r1c 0 0 0 0 0 0
Pde1a 0 0 0 0 2 0
Prdx6b 2 1 2 0 0 1
Dnajc10 1798 1505 1004 1055 1571 1149
Gm13752 0 0 0 0 0 0
Frzb 4 2 0 0 2 0
Nckap1 271 213 306 271 235 370
Dusp19 185 189 193 205 221 233
Nup35 371 356 374 426 357 431
Zfp804a 0 0 0 0 0 0
Zc3h15 4021 3153 2860 2828 3533 3579
Itgav 2756 2304 1224 1222 2609 1424
Fam171b 67 45 13 15 41 15
Zswim2 1 0 0 0 0 1
Calcrl 285 260 109 114 263 131
Tfpi 142 102 36 34 103 37
Gm13710 5 6 7 3 2 6
Ctnnd1 17 13 8 8 20 15
Gm13718 6 6 6 4 0 0
2700094K13Rik 830 770 786 789 704 898
Tmx2 722 662 442 471 671 500
Med19 495 503 377 437 528 448
Zdhhc5 3703 3524 2790 2909 3640 3146
Clp1 849 767 788 839 739 872
Ypel4 82 88 10 7 94 14
Mir130a 0 0 0 0 0 0
Serping1 0 0 0 0 0 0
Ube2l6 412 526 178 184 427 195
Smtnl1 0 0 0 0 0 0
Timm10 146 124 154 168 149 168
Slc43a1 101 117 27 33 95 29
Rtn4rl2 0 0 0 0 0 0
Slc43a3 591 524 594 592 558 655
Prg2 1 4 3 4 1 1
Prg3 0 0 0 2 2 5
P2rx3 2 4 2 11 3 4
Ssrp1 8019 6932 7288 7662 7197 8561
Tnks1bp1 1051 1140 696 780 1096 783
4930443O20Rik 0 2 0 0 0 0
Aplnr 0 0 0 0 0 0
Lrrc55 1 0 0 0 0 0
Olfr987 0 0 0 0 0 0
Olfr988 0 0 0 0 0 0
Olfr992 0 0 0 0 0 0
Olfr993 0 0 0 0 0 0
Olfr994 0 0 0 0 0 0
Olfr995 0 0 0 0 0 0
4833423E24Rik 0 0 0 0 0 0
Olfr996 0 0 0 0 0 0
Olfr998 0 0 0 0 0 0
Olfr1000 0 0 0 0 0 0
Olfr1002 0 0 0 0 0 0
Olfr154 0 0 0 0 0 0
Olfr1006 0 0 0 0 0 0
Olfr1008 0 0 0 0 0 0
Olfr1009 0 0 0 0 0 0
Olfr1010 0 0 0 0 0 0
Olfr1012 0 0 0 0 0 0
Olfr1013 0 0 0 0 0 0
Olfr1014 0 0 0 0 0 0
Olfr1015 0 0 0 0 0 0
Olfr1016 0 0 0 0 0 0
Olfr1018 0 0 0 0 0 0
Olfr1019 0 0 0 0 0 0
Olfr1020 0 0 0 0 0 0
Olfr1022 0 0 0 0 0 0
Olfr1023 0 0 0 0 0 0
Olfr1024 0 0 0 0 0 0
Olfr1026 0 0 0 0 0 0
Olfr1028 0 0 0 0 0 0
Olfr1029 0 0 0 0 0 0
Olfr1030 0 0 0 0 0 0
Olfr1031 0 0 0 0 0 0
Olfr1032 0 0 0 0 0 0
Olfr1033 0 1 0 0 0 0
Olfr1034 0 0 0 0 0 0
Olfr1036 0 0 0 0 0 0
Olfr1037 0 0 0 0 0 0
Olfr1038-ps 0 0 0 0 0 0
Olfr1039 0 0 0 0 0 0
Olfr1040 0 0 0 0 0 0
Olfr1042 0 0 0 0 0 0
Olfr1043 0 0 0 0 0 0
Olfr1044 0 0 0 0 0 0
Olfr52 0 0 0 0 0 0
Olfr1045 0 0 0 0 0 0
Olfr1046 0 0 0 0 0 0
Olfr1047 0 0 0 0 0 0
Olfr1048 0 0 0 0 0 0
Olfr1049 0 0 0 0 0 0
Olfr1051 0 0 0 0 0 0
Olfr1052 0 0 0 0 0 0
Olfr1053 0 0 0 0 0 0
Olfr1054 0 0 0 0 0 0
Olfr1055 0 0 0 0 0 0
Olfr1056 0 0 0 0 0 0
Olfr1057 0 0 0 0 0 0
Olfr1058 0 0 0 0 0 0
Olfr1061 0 0 0 0 0 0
Olfr1062 0 0 0 0 0 0
Olfr1065 0 0 0 0 0 0
Olfr1066 0 0 0 0 0 0
Olfr228 0 0 0 0 0 0
Olfr1076 0 0 0 0 0 0
Olfr1077-ps1 0 0 0 0 0 0
Olfr1079 0 0 0 0 0 0
Olfr1080 0 0 0 0 0 0
Olfr1082 0 0 0 0 0 0
Olfr1084 0 0 0 0 0 0
Olfr1085 0 0 0 0 0 0
Olfr1086 0 0 0 0 0 0
Olfr1087 0 0 0 0 0 0
Olfr1089 0 0 0 0 0 0
Olfr1090 0 0 0 0 0 0
Olfr1093 0 0 0 0 0 0
Olfr141 0 0 0 0 0 0
Olfr1094 0 0 0 0 0 0
Olfr1095 0 0 0 0 0 0
Olfr1097 0 0 0 0 0 0
Olfr1098 0 0 0 0 0 0
Olfr1099 0 0 0 0 0 0
Olfr1100 0 0 0 0 0 0
Olfr1101 0 0 0 0 0 0
Olfr1102 0 0 0 0 0 0
Olfr1104 0 0 0 0 0 0
Olfr1105 0 0 0 0 0 0
Olfr1106 0 0 0 0 0 0
Olfr1107 0 0 0 0 0 0
Olfr1109 0 0 0 0 0 0
Olfr259 0 0 0 0 0 0
Olfr1110 0 0 0 0 0 0
Olfr1111 0 0 0 0 0 0
Olfr1112 0 0 0 0 0 0
Olfr1113 0 0 0 0 0 0
Olfr1115 0 0 0 0 0 0
Olfr1116-ps 0 0 0 0 0 0
Olfr1118 0 0 0 0 0 0
Olfr1120 0 0 0 0 0 0
Olfr1121 0 0 0 0 0 0
Olfr1122 0 1 0 0 0 0
Olfr1123 0 0 0 0 0 0
Olfr1124 0 0 0 0 0 0
Olfr1126 0 0 0 0 0 0
Pramel7 0 0 0 0 0 0
Pramel6 0 0 0 0 0 0
Olfr153 0 0 0 0 0 0
Olfr1128 0 0 0 0 0 0
Olfr1129 0 0 0 0 0 0
Olfr1130 0 0 0 0 0 0
Olfr1131 0 0 0 0 0 0
Olfr1132 0 0 0 0 0 0
Olfr1133 0 0 0 0 0 0
Olfr1134 0 0 0 0 0 0
Olfr1135 0 0 0 0 0 0
Olfr1136 0 0 0 0 0 0
Olfr1137 0 0 0 0 0 0
Olfr1138 0 0 0 0 0 0
Olfr1140 0 0 0 0 0 0
Olfr1141 0 0 0 0 0 0
Olfr152 0 0 0 0 0 0
Olfr1143 0 0 0 0 0 0
Olfr1145 0 0 0 0 0 0
Olfr1148 0 0 0 0 0 0
Olfr1151 0 0 0 0 0 0
Olfr1152 0 0 0 0 0 0
Olfr1153 0 0 0 0 0 0
Olfr1154 0 0 0 0 0 0
Olfr1155 0 0 0 0 0 0
Olfr1156 0 0 0 0 0 0
Olfr1157 0 0 0 0 0 0
Olfr74 0 0 0 0 0 0
Olfr1158 0 0 0 0 0 0
Olfr1160 0 0 0 0 0 0
Olfr1161 0 0 0 0 0 0
Olfr73 0 0 0 0 0 0
Olfr1162 0 0 0 0 0 0
Olfr1163 0 0 0 0 0 0
Olfr1164 0 0 0 0 0 0
Olfr1166 0 0 0 0 0 0
Olfr1167 0 0 0 0 0 0
Olfr1168 0 0 0 0 0 0
Olfr1170 0 0 0 0 0 0
Olfr1173 0 0 0 0 0 0
Olfr1176 0 0 0 0 0 0
Olfr1178 0 0 0 0 0 0
Olfr1179 0 0 0 0 0 0
Olfr1180 0 0 0 0 0 0
Olfr1181 0 0 0 0 0 0
Olfr1182 0 0 0 0 0 0
Olfr1183 0 0 0 0 0 0
Olfr1184 0 0 0 0 0 0
Olfr1186 0 0 0 0 0 0
Olfr1188 0 0 0 0 0 0
Olfr1189 0 0 0 0 0 0
Olfr1193 0 0 0 0 0 0
Olfr1195 0 0 0 0 0 0
Olfr1196 0 0 0 0 0 0
Olfr1197 0 0 0 0 0 0
Olfr1198 0 0 0 0 0 0
Olfr1199 0 0 0 0 0 0
Olfr1200 0 0 0 0 0 0
Olfr1201 0 0 0 0 0 0
Olfr1202 0 0 0 0 0 0
Olfr1205 0 0 0 0 0 0
Olfr1204 0 0 0 0 0 0
Olfr1206 0 0 0 0 0 0
Olfr1208 0 0 0 0 0 0
Olfr1209 0 0 0 0 0 0
Olfr1211 0 0 0 0 0 0
Olfr1212 0 0 0 0 0 0
Olfr1213 0 0 0 0 0 0
Olfr1214 0 0 0 0 0 0
Olfr1215 0 0 0 0 0 0
Olfr1216 0 0 0 0 0 0
Olfr1217 0 0 0 0 0 0
Olfr1218 0 0 0 0 0 0
Olfr1219 0 0 0 0 0 0
Olfr1220 0 0 0 0 0 0
Olfr1221 0 0 0 0 0 0
Olfr1222 0 0 0 0 0 0
Olfr1223 0 0 0 0 0 0
Olfr1225 0 0 0 0 0 0
Olfr1226 0 0 0 0 0 0
Olfr1228 0 0 0 0 0 0
Olfr1229 0 0 0 0 0 0
Olfr1230 0 0 0 0 0 0
Olfr1231 0 0 0 0 0 0
Olfr1232 0 0 0 0 0 0
Olfr1233 0 0 0 0 0 0
Olfr1234 0 0 0 0 0 0
Olfr1238 0 0 0 0 0 0
Olfr1239 0 0 0 0 0 0
Olfr1240 0 0 0 0 0 0
Olfr1241 0 0 0 0 0 0
Olfr1242 0 0 0 0 0 0
Olfr1243 0 0 0 0 0 0
Olfr1245 0 0 0 0 0 0
Olfr1246 0 0 0 0 0 0
Olfr1247 0 0 0 0 0 0
Olfr1248 0 0 0 0 0 0
Olfr1249 0 0 0 0 0 0
Olfr1250 0 0 0 0 0 0
Olfr1251 0 0 0 0 0 0
Olfr1252 0 0 0 0 0 0
Olfr1253 0 0 0 0 0 0
Olfr1254 0 0 0 0 0 0
Olfr1255 0 0 0 0 0 0
Olfr1256 0 0 0 0 0 0
Olfr48 0 0 0 0 0 0
Olfr1257 0 0 0 0 0 0
Olfr1258 0 0 0 0 0 0
Olfr1259 0 0 0 0 0 0
Olfr1260 0 0 0 0 0 0
Olfr1261 0 0 0 0 0 0
Olfr1262 0 0 0 0 0 0
Olfr1263 0 0 0 0 0 0
Olfr1264 0 0 0 0 0 0
Olfr1265 0 0 0 0 0 0
Olfr140 0 0 0 0 0 0
Olfr1269 0 0 0 0 0 0
Olfr32 0 0 0 0 0 0
Olfr1270 0 0 0 0 0 0
Olfr1506 0 0 0 0 0 0
Gm13769 0 0 0 0 0 0
Olfr142 0 0 0 0 0 0
Olfr1271 0 0 0 0 0 0
Olfr1272 0 0 0 0 0 0
Olfr1273-ps 0 0 0 0 0 0
Olfr1274-ps 0 0 0 0 0 0
Ptprj 773 664 989 1130 686 1135
Mir3110 0 0 0 0 0 0
Nup160 1698 1468 1286 1343 1654 1609
Fnbp4 6628 6018 5420 5792 6436 6422
Agbl2 0 0 3 0 0 2
Mtch2 1590 1465 1582 1576 1576 1842
C1qtnf4 20 33 12 17 24 13
Ndufs3 792 830 775 760 738 812
Kbtbd4 626 558 623 689 579 740
Ptpmt1 366 385 214 228 283 237
Celf1 7975 7392 6372 6660 7748 7223
Rapsn 47 46 25 17 41 18
Psmc3 3511 3350 3402 3587 3592 3891
Slc39a13 392 418 192 240 423 229
Sfpi1 37 52 250 289 41 235
Mybpc3 7 14 13 18 2 9
Madd 10288 9804 8105 8972 10052 9523
Nr1h3 56 56 43 40 43 55
Acp2 512 547 328 351 438 401
Ddb2 1422 1393 1005 1020 2307 1740
A330069E16Rik 22 23 20 31 32 24
Pacsin3 14 19 40 43 23 35
